game_id	home_team_id	away_team_id	date	neutral_site	game_link
cincinnati-ucla	0	140	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/cincinnati-ucla#boxscore
ohio-virginia	0	746	09/15/2018	1	http://www.ncaa.com/game/football/fbs/2018/09/15/ohio-virginia#boxscore
lsu-florida	235	0	10/06/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/06/lsu-florida#boxscore
iowa-indiana	306	0	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/iowa-indiana#boxscore
san-jose-st-oregon	0	630	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/san-jose-st-oregon#boxscore
coastal-caro-louisiana	0	149	09/22/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/22/coastal-caro-louisiana#boxscore
eastern-ky-bowling-green	71	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/eastern-ky-bowling-green#boxscore
old-dominion-western-ky	772	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/old-dominion-western-ky#boxscore
idaho-st-california	107	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/idaho-st-california#boxscore
south-alabama-louisiana	0	646	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/south-alabama-louisiana#boxscore
iowa-purdue	559	0	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/iowa-purdue#boxscore
south-fla-cincinnati	140	0	11/10/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/10/south-fla-cincinnati#boxscore
idaho-st-liberty	355	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/idaho-st-liberty#boxscore
boise-st-new-mexico	473	0	11/16/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/16/boise-st-new-mexico#boxscore
fordham-charlotte	458	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/fordham-charlotte#boxscore
massachusetts-ga-southern	253	0	09/08/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/08/massachusetts-ga-southern#boxscore
houston-rice	574	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/houston-rice#boxscore
pittsburgh-wake-forest	749	0	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/pittsburgh-wake-forest#boxscore
texas-st-south-alabama	646	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/texas-st-south-alabama#boxscore
rice-fiu	231	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/rice-fiu#boxscore
new-mexico-air-force	0	473	11/10/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/10/new-mexico-air-force#boxscore
nebraska-northwestern	0	463	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/nebraska-northwestern#boxscore
florida-vanderbilt	0	235	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/florida-vanderbilt#boxscore
army-west-point-san-jose-st	0	725	10/13/2018	1	http://www.ncaa.com/game/football/fbs/2018/10/13/army-west-point-san-jose-st#boxscore
memphis-missouri	434	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/memphis-missouri#boxscore
nc-state-syracuse	688	0	10/27/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/27/nc-state-syracuse#boxscore
wisconsin-purdue	559	0	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/wisconsin-purdue#boxscore
miami-oh-army-west-point	725	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/miami-oh-army-west-point#boxscore
miami-fl-lsu	0	365	09/02/2018	1	http://www.ncaa.com/game/football/fbs/2018/09/02/miami-fl-lsu#boxscore
maine-western-ky	772	0	09/08/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/08/maine-western-ky#boxscore
western-mich-miami-oh	0	774	09/29/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/29/western-mich-miami-oh#boxscore
memphis-ucf	128	0	12/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/12/01/memphis-ucf#boxscore
florida-am-troy	716	0	09/08/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/08/florida-am-troy#boxscore
texas-st-troy	0	670	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/texas-st-troy#boxscore
la-monroe-georgia-st	254	0	09/29/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/29/la-monroe-georgia-st#boxscore
san-diego-st-fresno-st	96	0	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/san-diego-st-fresno-st#boxscore
texas-oklahoma-st	521	0	10/27/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/27/texas-oklahoma-st#boxscore
syracuse-pittsburgh	0	688	10/06/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/06/syracuse-pittsburgh#boxscore
utah-arizona-st	0	732	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/utah-arizona-st#boxscore
kansas-st-baylor	0	327	10/06/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/06/kansas-st-baylor#boxscore
middle-tenn-georgia	257	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/middle-tenn-georgia#boxscore
charlotte-tennessee	0	458	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/charlotte-tennessee#boxscore
michigan-michigan-st	0	418	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/michigan-michigan-st#boxscore
new-mexico-st-byu	0	472	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/new-mexico-st-byu#boxscore
toledo-fresno-st	96	0	09/29/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/29/toledo-fresno-st#boxscore
oklahoma-st-baylor	0	521	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/oklahoma-st-baylor#boxscore
unlv-arkansas-st	0	465	09/22/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/22/unlv-arkansas-st#boxscore
purdue-michigan-st	0	559	10/27/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/27/purdue-michigan-st#boxscore
san-diego-st-new-mexico	473	0	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/san-diego-st-new-mexico#boxscore
mississippi-st-ole-miss	0	430	11/22/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/22/mississippi-st-ole-miss#boxscore
oregon-utah	732	0	11/10/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/10/oregon-utah#boxscore
western-mich-bowling-green	71	0	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/western-mich-bowling-green#boxscore
fiu-utsa	0	231	11/10/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/10/fiu-utsa#boxscore
arizona-ucla	110	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/arizona-ucla#boxscore
kent-st-ole-miss	0	331	09/22/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/22/kent-st-ole-miss#boxscore
nc-state-clemson	147	0	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/nc-state-clemson#boxscore
illinois-st-colorado-st	156	0	09/22/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/22/illinois-st-colorado-st#boxscore
western-ky-wisconsin	0	772	08/31/2018	0	http://www.ncaa.com/game/football/fbs/2018/08/31/western-ky-wisconsin#boxscore
southeast-mo-st-arkansas-st	30	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/southeast-mo-st-arkansas-st#boxscore
minnesota-wisconsin	0	428	11/24/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/24/minnesota-wisconsin#boxscore
nicholls-st-kansas	328	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/nicholls-st-kansas#boxscore
california-washington-st	754	0	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/california-washington-st#boxscore
grambling-louisiana	671	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/grambling-louisiana#boxscore
arizona-st-southern-california	657	0	10/27/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/27/arizona-st-southern-california#boxscore
mississippi-st-kansas-st	327	0	09/08/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/08/mississippi-st-kansas-st#boxscore
louisville-alabama	0	367	09/01/2018	1	http://www.ncaa.com/game/football/fbs/2018/09/01/louisville-alabama#boxscore
wisconsin-northwestern	509	0	10/27/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/27/wisconsin-northwestern#boxscore
ohio-st-maryland	0	518	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/ohio-st-maryland#boxscore
notre-dame-northwestern	509	0	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/notre-dame-northwestern#boxscore
virginia-tech-north-carolina	0	742	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/virginia-tech-north-carolina#boxscore
louisville-boston-college	67	0	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/louisville-boston-college#boxscore
san-jose-st-utah-st	0	630	11/10/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/10/san-jose-st-utah-st#boxscore
tennessee-st-vanderbilt	736	0	09/29/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/29/tennessee-st-vanderbilt#boxscore
wake-forest-tulane	0	749	08/30/2018	0	http://www.ncaa.com/game/football/fbs/2018/08/30/wake-forest-tulane#boxscore
temple-navy	726	0	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/temple-navy#boxscore
appalachian-st-penn-st	539	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/appalachian-st-penn-st#boxscore
albany-ny-pittsburgh	545	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/albany-ny-pittsburgh#boxscore
missouri-florida	0	434	11/03/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/03/missouri-florida#boxscore
oklahoma-tcu	0	522	10/20/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/20/oklahoma-tcu#boxscore
penn-st-rutgers	587	0	11/17/2018	0	http://www.ncaa.com/game/football/fbs/2018/11/17/penn-st-rutgers#boxscore
ga-southern-clemson	147	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/ga-southern-clemson#boxscore
vanderbilt-notre-dame	513	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/vanderbilt-notre-dame#boxscore
ball-st-central-mich	0	47	10/13/2018	0	http://www.ncaa.com/game/football/fbs/2018/10/13/ball-st-central-mich#boxscore
tulane-uab	9	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/tulane-uab#boxscore
new-hampshire-colorado	157	0	09/15/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/15/new-hampshire-colorado#boxscore
prairie-view-rice	574	0	08/25/2018	0	http://www.ncaa.com/game/football/fbs/2018/08/25/prairie-view-rice#boxscore
clemson-texas-am	0	147	09/08/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/08/clemson-texas-am#boxscore
delaware-st-buffalo	86	0	09/01/2018	0	http://www.ncaa.com/game/football/fbs/2018/09/01/delaware-st-buffalo#boxscore
